production_record_id,machine_id,line_id,product_id,production_date,shift,planned_quantity,actual_quantity,efficiency_percentage
PRODREC-0002866,MCH-004-03-04,LINE-004-03,PROD-007,2026-01-23,B,131,125,96.15
PRODREC-0002867,MCH-004-03-04,LINE-004-03,PROD-010,2026-01-24,C,88,86,98.59
PRODREC-0002868,MCH-004-03-04,LINE-004-03,PROD-005,2026-01-24,B,91,86,95.44
PRODREC-0002869,MCH-004-03-04,LINE-004-03,PROD-005,2026-01-25,B,141,125,89.02
PRODREC-0002870,MCH-004-03-04,LINE-004-03,PROD-004,2026-01-25,A,82,78,95.8
PRODREC-0002871,MCH-004-03-04,LINE-004-03,PROD-004,2026-01-26,B,90,88,97.86
PRODREC-0002872,MCH-004-03-04,LINE-004-03,PROD-004,2026-01-26,A,146,132,90.75
PRODREC-0002873,MCH-004-03-04,LINE-004-03,PROD-007,2026-01-27,B,102,96,94.63
PRODREC-0002874,MCH-004-03-04,LINE-004-03,PROD-008,2026-01-27,A,91,84,92.47
PRODREC-0002875,MCH-004-03-04,LINE-004-03,PROD-005,2026-01-28,A,116,115,99.27
PRODREC-0002876,MCH-004-03-04,LINE-004-03,PROD-008,2026-01-28,A,87,87,100.0
PRODREC-0002877,MCH-004-03-04,LINE-004-03,PROD-002,2026-01-29,A,112,106,95.43
PRODREC-0002878,MCH-004-03-04,LINE-004-03,PROD-008,2026-01-29,A,148,134,90.77
PRODREC-0002879,MCH-004-03-04,LINE-004-03,PROD-001,2026-01-30,B,96,96,100.0
PRODREC-0002880,MCH-004-03-04,LINE-004-03,PROD-001,2026-01-30,A,89,89,100.0
PRODREC-0002881,MCH-005-01-01,LINE-005-01,PROD-009,2026-01-01,C,119,108,91.04
PRODREC-0002882,MCH-005-01-01,LINE-005-01,PROD-008,2026-01-01,B,146,125,85.87
PRODREC-0002883,MCH-005-01-01,LINE-005-01,PROD-010,2026-01-02,C,112,96,86.43
PRODREC-0002884,MCH-005-01-01,LINE-005-01,PROD-006,2026-01-02,C,141,134,95.13
PRODREC-0002885,MCH-005-01-01,LINE-005-01,PROD-010,2026-01-03,A,122,96,79.48
PRODREC-0002886,MCH-005-01-01,LINE-005-01,PROD-005,2026-01-03,C,112,96,86.31
PRODREC-0002887,MCH-005-01-01,LINE-005-01,PROD-009,2026-01-04,B,102,99,97.42
PRODREC-0002888,MCH-005-01-01,LINE-005-01,PROD-006,2026-01-04,A,121,104,86.05
PRODREC-0002889,MCH-005-01-01,LINE-005-01,PROD-010,2026-01-05,C,90,79,88.46
PRODREC-0002890,MCH-005-01-01,LINE-005-01,PROD-007,2026-01-05,C,92,78,85.16
PRODREC-0002891,MCH-005-01-01,LINE-005-01,PROD-002,2026-01-06,B,116,99,85.36
PRODREC-0002892,MCH-005-01-01,LINE-005-01,PROD-007,2026-01-06,B,103,88,85.51
PRODREC-0002893,MCH-005-01-01,LINE-005-01,PROD-002,2026-01-07,A,93,74,79.95
PRODREC-0002894,MCH-005-01-01,LINE-005-01,PROD-008,2026-01-07,C,144,126,88.07
PRODREC-0002895,MCH-005-01-01,LINE-005-01,PROD-004,2026-01-08,A,145,124,86.13
PRODREC-0002896,MCH-005-01-01,LINE-005-01,PROD-007,2026-01-08,C,93,78,84.86
PRODREC-0002897,MCH-005-01-01,LINE-005-01,PROD-002,2026-01-09,B,147,129,87.97
PRODREC-0002898,MCH-005-01-01,LINE-005-01,PROD-007,2026-01-09,A,146,122,84.05
PRODREC-0002899,MCH-005-01-01,LINE-005-01,PROD-005,2026-01-10,C,131,124,95.0
PRODREC-0002900,MCH-005-01-01,LINE-005-01,PROD-003,2026-01-10,A,135,108,80.66
PRODREC-0002901,MCH-005-01-01,LINE-005-01,PROD-007,2026-01-11,C,94,88,94.42
PRODREC-0002902,MCH-005-01-01,LINE-005-01,PROD-001,2026-01-11,A,85,71,84.05
PRODREC-0002903,MCH-005-01-01,LINE-005-01,PROD-002,2026-01-12,B,83,69,84.11
PRODREC-0002904,MCH-005-01-01,LINE-005-01,PROD-002,2026-01-12,B,104,89,86.25
PRODREC-0002905,MCH-005-01-01,LINE-005-01,PROD-009,2026-01-13,B,106,101,96.15
PRODREC-0002906,MCH-005-01-01,LINE-005-01,PROD-007,2026-01-13,A,91,78,85.8
PRODREC-0002907,MCH-005-01-01,LINE-005-01,PROD-006,2026-01-14,B,116,94,81.57
PRODREC-0002908,MCH-005-01-01,LINE-005-01,PROD-001,2026-01-14,A,125,122,98.32
PRODREC-0002909,MCH-005-01-01,LINE-005-01,PROD-008,2026-01-15,B,114,93,81.93
PRODREC-0002910,MCH-005-01-01,LINE-005-01,PROD-005,2026-01-15,B,106,88,83.82
PRODREC-0002911,MCH-005-01-01,LINE-005-01,PROD-006,2026-01-16,C,91,75,83.37
PRODREC-0002912,MCH-005-01-01,LINE-005-01,PROD-010,2026-01-16,C,122,101,83.41
PRODREC-0002913,MCH-005-01-01,LINE-005-01,PROD-002,2026-01-17,B,121,108,89.45
PRODREC-0002914,MCH-005-01-01,LINE-005-01,PROD-010,2026-01-17,B,120,103,86.51
PRODREC-0002915,MCH-005-01-01,LINE-005-01,PROD-004,2026-01-18,C,104,88,84.96
PRODREC-0002916,MCH-005-01-01,LINE-005-01,PROD-007,2026-01-18,C,118,107,91.01
PRODREC-0002917,MCH-005-01-01,LINE-005-01,PROD-009,2026-01-19,C,97,77,80.34
PRODREC-0002918,MCH-005-01-01,LINE-005-01,PROD-006,2026-01-19,B,84,70,84.24
PRODREC-0002919,MCH-005-01-01,LINE-005-01,PROD-007,2026-01-20,A,98,87,88.93
PRODREC-0002920,MCH-005-01-01,LINE-005-01,PROD-006,2026-01-20,A,149,126,85.16
PRODREC-0002921,MCH-005-01-01,LINE-005-01,PROD-002,2026-01-21,A,126,94,74.78
PRODREC-0002922,MCH-005-01-01,LINE-005-01,PROD-005,2026-01-21,B,86,73,85.17
PRODREC-0002923,MCH-005-01-01,LINE-005-01,PROD-002,2026-01-22,B,125,108,87.14
PRODREC-0002924,MCH-005-01-01,LINE-005-01,PROD-002,2026-01-22,C,104,91,87.87
PRODREC-0002925,MCH-005-01-01,LINE-005-01,PROD-008,2026-01-23,C,114,104,91.24
PRODREC-0002926,MCH-005-01-01,LINE-005-01,PROD-001,2026-01-23,A,109,94,87.07
PRODREC-0002927,MCH-005-01-01,LINE-005-01,PROD-006,2026-01-24,B,131,110,84.09
PRODREC-0002928,MCH-005-01-01,LINE-005-01,PROD-007,2026-01-24,C,85,77,91.13
PRODREC-0002929,MCH-005-01-01,LINE-005-01,PROD-005,2026-01-25,A,142,121,85.69
PRODREC-0002930,MCH-005-01-01,LINE-005-01,PROD-001,2026-01-25,B,111,104,93.7
PRODREC-0002931,MCH-005-01-01,LINE-005-01,PROD-010,2026-01-26,A,99,88,89.49
PRODREC-0002932,MCH-005-01-01,LINE-005-01,PROD-010,2026-01-26,B,91,77,85.6
PRODREC-0002933,MCH-005-01-01,LINE-005-01,PROD-010,2026-01-27,B,121,103,85.59
PRODREC-0002934,MCH-005-01-01,LINE-005-01,PROD-004,2026-01-27,C,84,73,87.6
PRODREC-0002935,MCH-005-01-01,LINE-005-01,PROD-007,2026-01-28,C,104,104,100.0
PRODREC-0002936,MCH-005-01-01,LINE-005-01,PROD-006,2026-01-28,B,131,131,100.0
PRODREC-0002937,MCH-005-01-01,LINE-005-01,PROD-006,2026-01-29,B,149,118,79.6
PRODREC-0002938,MCH-005-01-01,LINE-005-01,PROD-002,2026-01-29,C,85,67,79.49
PRODREC-0002939,MCH-005-01-01,LINE-005-01,PROD-003,2026-01-30,B,93,88,94.75
PRODREC-0002940,MCH-005-01-01,LINE-005-01,PROD-001,2026-01-30,B,81,72,90.0
PRODREC-0002941,MCH-005-01-02,LINE-005-01,PROD-009,2026-01-01,C,127,116,91.35
PRODREC-0002942,MCH-005-01-02,LINE-005-01,PROD-006,2026-01-01,C,100,96,96.74
PRODREC-0002943,MCH-005-01-02,LINE-005-01,PROD-005,2026-01-02,C,116,97,83.87
PRODREC-0002944,MCH-005-01-02,LINE-005-01,PROD-009,2026-01-02,A,139,118,85.13
PRODREC-0002945,MCH-005-01-02,LINE-005-01,PROD-007,2026-01-03,C,102,102,100.0
PRODREC-0002946,MCH-005-01-02,LINE-005-01,PROD-008,2026-01-03,A,118,116,99.06
PRODREC-0002947,MCH-005-01-02,LINE-005-01,PROD-007,2026-01-04,C,103,103,100.0
PRODREC-0002948,MCH-005-01-02,LINE-005-01,PROD-003,2026-01-04,C,113,112,99.7
PRODREC-0002949,MCH-005-01-02,LINE-005-01,PROD-010,2026-01-05,A,128,121,94.55
PRODREC-0002950,MCH-005-01-02,LINE-005-01,PROD-007,2026-01-05,A,118,106,90.1
PRODREC-0002951,MCH-005-01-02,LINE-005-01,PROD-003,2026-01-06,A,145,137,95.09
PRODREC-0002952,MCH-005-01-02,LINE-005-01,PROD-001,2026-01-06,A,124,110,89.29
PRODREC-0002953,MCH-005-01-02,LINE-005-01,PROD-005,2026-01-07,B,102,98,96.34
PRODREC-0002954,MCH-005-01-02,LINE-005-01,PROD-002,2026-01-07,C,83,83,100.0
PRODREC-0002955,MCH-005-01-02,LINE-005-01,PROD-006,2026-01-08,C,96,95,99.65
PRODREC-0002956,MCH-005-01-02,LINE-005-01,PROD-001,2026-01-08,A,144,137,95.26
PRODREC-0002957,MCH-005-01-02,LINE-005-01,PROD-003,2026-01-09,C,149,145,97.9
PRODREC-0002958,MCH-005-01-02,LINE-005-01,PROD-002,2026-01-09,C,142,142,100.0
PRODREC-0002959,MCH-005-01-02,LINE-005-01,PROD-003,2026-01-10,A,106,100,94.36
PRODREC-0002960,MCH-005-01-02,LINE-005-01,PROD-003,2026-01-10,C,115,109,95.63
PRODREC-0002961,MCH-005-01-02,LINE-005-01,PROD-006,2026-01-11,C,93,87,93.69
PRODREC-0002962,MCH-005-01-02,LINE-005-01,PROD-006,2026-01-11,C,122,117,96.64
PRODREC-0002963,MCH-005-01-02,LINE-005-01,PROD-008,2026-01-12,C,117,113,96.69
PRODREC-0002964,MCH-005-01-02,LINE-005-01,PROD-006,2026-01-12,B,128,128,100.0
PRODREC-0002965,MCH-005-01-02,LINE-005-01,PROD-009,2026-01-13,B,134,125,94.02
PRODREC-0002966,MCH-005-01-02,LINE-005-01,PROD-009,2026-01-13,A,143,134,93.75
PRODREC-0002967,MCH-005-01-02,LINE-005-01,PROD-005,2026-01-14,C,111,103,93.24
PRODREC-0002968,MCH-005-01-02,LINE-005-01,PROD-009,2026-01-14,C,138,122,89.09
PRODREC-0002969,MCH-005-01-02,LINE-005-01,PROD-009,2026-01-15,A,94,93,99.35
PRODREC-0002970,MCH-005-01-02,LINE-005-01,PROD-008,2026-01-15,B,133,125,94.38
PRODREC-0002971,MCH-005-01-02,LINE-005-01,PROD-004,2026-01-16,A,145,128,88.52
PRODREC-0002972,MCH-005-01-02,LINE-005-01,PROD-010,2026-01-16,A,138,131,95.06
PRODREC-0002973,MCH-005-01-02,LINE-005-01,PROD-005,2026-01-17,C,91,91,100.0
PRODREC-0002974,MCH-005-01-02,LINE-005-01,PROD-003,2026-01-17,C,115,107,93.05
PRODREC-0002975,MCH-005-01-02,LINE-005-01,PROD-008,2026-01-18,A,149,149,100.0
PRODREC-0002976,MCH-005-01-02,LINE-005-01,PROD-010,2026-01-18,A,140,134,96.0
PRODREC-0002977,MCH-005-01-02,LINE-005-01,PROD-002,2026-01-19,A,129,127,98.72
PRODREC-0002978,MCH-005-01-02,LINE-005-01,PROD-007,2026-01-19,C,149,138,93.15
PRODREC-0002979,MCH-005-01-02,LINE-005-01,PROD-005,2026-01-20,B,123,122,99.81
PRODREC-0002980,MCH-005-01-02,LINE-005-01,PROD-008,2026-01-20,B,111,111,100.0
PRODREC-0002981,MCH-005-01-02,LINE-005-01,PROD-008,2026-01-21,B,120,120,100.0
PRODREC-0002982,MCH-005-01-02,LINE-005-01,PROD-004,2026-01-21,B,95,87,92.55
PRODREC-0002983,MCH-005-01-02,LINE-005-01,PROD-010,2026-01-22,B,111,111,100.0
PRODREC-0002984,MCH-005-01-02,LINE-005-01,PROD-005,2026-01-22,C,133,125,94.59
PRODREC-0002985,MCH-005-01-02,LINE-005-01,PROD-002,2026-01-23,A,96,92,96.74
PRODREC-0002986,MCH-005-01-02,LINE-005-01,PROD-002,2026-01-23,A,107,103,96.42
PRODREC-0002987,MCH-005-01-02,LINE-005-01,PROD-002,2026-01-24,C,126,117,92.96
PRODREC-0002988,MCH-005-01-02,LINE-005-01,PROD-010,2026-01-24,C,101,91,90.29
PRODREC-0002989,MCH-005-01-02,LINE-005-01,PROD-003,2026-01-25,C,134,127,94.86
PRODREC-0002990,MCH-005-01-02,LINE-005-01,PROD-004,2026-01-25,C,121,117,97.48
PRODREC-0002991,MCH-005-01-02,LINE-005-01,PROD-010,2026-01-26,B,118,113,95.91
PRODREC-0002992,MCH-005-01-02,LINE-005-01,PROD-009,2026-01-26,A,141,127,90.18
PRODREC-0002993,MCH-005-01-02,LINE-005-01,PROD-010,2026-01-27,C,139,130,93.89
PRODREC-0002994,MCH-005-01-02,LINE-005-01,PROD-007,2026-01-27,C,80,77,96.6
PRODREC-0002995,MCH-005-01-02,LINE-005-01,PROD-002,2026-01-28,A,106,96,91.33
PRODREC-0002996,MCH-005-01-02,LINE-005-01,PROD-007,2026-01-28,A,146,136,93.76
PRODREC-0002997,MCH-005-01-02,LINE-005-01,PROD-010,2026-01-29,B,80,74,93.4
PRODREC-0002998,MCH-005-01-02,LINE-005-01,PROD-003,2026-01-29,A,80,72,90.82
PRODREC-0002999,MCH-005-01-02,LINE-005-01,PROD-004,2026-01-30,B,122,122,100.0
PRODREC-0003000,MCH-005-01-02,LINE-005-01,PROD-003,2026-01-30,A,131,129,99.15
PRODREC-0003001,MCH-005-01-03,LINE-005-01,PROD-005,2026-01-01,A,112,107,96.11
PRODREC-0003002,MCH-005-01-03,LINE-005-01,PROD-009,2026-01-01,A,91,86,95.46
PRODREC-0003003,MCH-005-01-03,LINE-005-01,PROD-004,2026-01-02,C,85,75,88.25
PRODREC-0003004,MCH-005-01-03,LINE-005-01,PROD-005,2026-01-02,C,135,128,94.86
PRODREC-0003005,MCH-005-01-03,LINE-005-01,PROD-006,2026-01-03,B,111,97,87.91
PRODREC-0003006,MCH-005-01-03,LINE-005-01,PROD-005,2026-01-03,B,128,124,96.96
PRODREC-0003007,MCH-005-01-03,LINE-005-01,PROD-003,2026-01-04,A,94,93,99.86
PRODREC-0003008,MCH-005-01-03,LINE-005-01,PROD-010,2026-01-04,B,98,87,89.56
PRODREC-0003009,MCH-005-01-03,LINE-005-01,PROD-009,2026-01-05,B,147,137,93.55
PRODREC-0003010,MCH-005-01-03,LINE-005-01,PROD-008,2026-01-05,B,118,104,88.6
PRODREC-0003011,MCH-005-01-03,LINE-005-01,PROD-006,2026-01-06,C,136,116,85.83
PRODREC-0003012,MCH-005-01-03,LINE-005-01,PROD-005,2026-01-06,C,121,115,95.06
PRODREC-0003013,MCH-005-01-03,LINE-005-01,PROD-001,2026-01-07,B,146,132,90.74
PRODREC-0003014,MCH-005-01-03,LINE-005-01,PROD-007,2026-01-07,B,142,132,93.11
PRODREC-0003015,MCH-005-01-03,LINE-005-01,PROD-003,2026-01-08,A,108,108,100.0
PRODREC-0003016,MCH-005-01-03,LINE-005-01,PROD-009,2026-01-08,C,119,115,97.38
PRODREC-0003017,MCH-005-01-03,LINE-005-01,PROD-009,2026-01-09,B,131,125,96.17
PRODREC-0003018,MCH-005-01-03,LINE-005-01,PROD-008,2026-01-09,A,148,140,94.68
PRODREC-0003019,MCH-005-01-03,LINE-005-01,PROD-001,2026-01-10,B,118,108,91.58
PRODREC-0003020,MCH-005-01-03,LINE-005-01,PROD-004,2026-01-10,C,104,92,88.71
PRODREC-0003021,MCH-005-01-03,LINE-005-01,PROD-008,2026-01-11,B,80,71,88.82
PRODREC-0003022,MCH-005-01-03,LINE-005-01,PROD-007,2026-01-11,A,112,108,97.28
PRODREC-0003023,MCH-005-01-03,LINE-005-01,PROD-004,2026-01-12,B,144,123,85.62
PRODREC-0003024,MCH-005-01-03,LINE-005-01,PROD-005,2026-01-12,A,149,131,88.0
PRODREC-0003025,MCH-005-01-03,LINE-005-01,PROD-010,2026-01-13,B,118,111,94.15
PRODREC-0003026,MCH-005-01-03,LINE-005-01,PROD-001,2026-01-13,C,140,122,87.6
PRODREC-0003027,MCH-005-01-03,LINE-005-01,PROD-003,2026-01-14,A,98,95,97.72
PRODREC-0003028,MCH-005-01-03,LINE-005-01,PROD-002,2026-01-14,B,148,141,95.41
PRODREC-0003029,MCH-005-01-03,LINE-005-01,PROD-001,2026-01-15,C,88,80,91.78
PRODREC-0003030,MCH-005-01-03,LINE-005-01,PROD-001,2026-01-15,A,126,114,91.16
PRODREC-0003031,MCH-005-01-03,LINE-005-01,PROD-004,2026-01-16,B,126,121,96.29
PRODREC-0003032,MCH-005-01-03,LINE-005-01,PROD-004,2026-01-16,B,90,88,98.46
PRODREC-0003033,MCH-005-01-03,LINE-005-01,PROD-005,2026-01-17,B,119,105,88.29
PRODREC-0003034,MCH-005-01-03,LINE-005-01,PROD-003,2026-01-17,C,80,65,81.38
PRODREC-0003035,MCH-005-01-03,LINE-005-01,PROD-008,2026-01-18,C,91,90,98.97
PRODREC-0003036,MCH-005-01-03,LINE-005-01,PROD-002,2026-01-18,B,115,103,89.95
PRODREC-0003037,MCH-005-01-03,LINE-005-01,PROD-003,2026-01-19,A,82,75,91.76
PRODREC-0003038,MCH-005-01-03,LINE-005-01,PROD-005,2026-01-19,B,100,83,83.36
PRODREC-0003039,MCH-005-01-03,LINE-005-01,PROD-005,2026-01-20,A,120,115,96.09
PRODREC-0003040,MCH-005-01-03,LINE-005-01,PROD-010,2026-01-20,B,145,135,93.5
PRODREC-0003041,MCH-005-01-03,LINE-005-01,PROD-009,2026-01-21,C,85,79,93.49
PRODREC-0003042,MCH-005-01-03,LINE-005-01,PROD-008,2026-01-21,A,115,103,89.74
PRODREC-0003043,MCH-005-01-03,LINE-005-01,PROD-007,2026-01-22,A,126,110,87.73
PRODREC-0003044,MCH-005-01-03,LINE-005-01,PROD-006,2026-01-22,A,146,126,86.48
PRODREC-0003045,MCH-005-01-03,LINE-005-01,PROD-003,2026-01-23,C,116,114,98.91
PRODREC-0003046,MCH-005-01-03,LINE-005-01,PROD-002,2026-01-23,A,102,91,90.1
PRODREC-0003047,MCH-005-01-03,LINE-005-01,PROD-005,2026-01-24,B,89,85,95.87
PRODREC-0003048,MCH-005-01-03,LINE-005-01,PROD-001,2026-01-24,C,80,71,89.45
PRODREC-0003049,MCH-005-01-03,LINE-005-01,PROD-009,2026-01-25,C,85,71,84.24
PRODREC-0003050,MCH-005-01-03,LINE-005-01,PROD-007,2026-01-25,B,131,125,96.02
PRODREC-0003051,MCH-005-01-03,LINE-005-01,PROD-004,2026-01-26,C,129,116,90.15
PRODREC-0003052,MCH-005-01-03,LINE-005-01,PROD-003,2026-01-26,A,117,106,91.43
PRODREC-0003053,MCH-005-01-03,LINE-005-01,PROD-002,2026-01-27,C,147,130,88.84
PRODREC-0003054,MCH-005-01-03,LINE-005-01,PROD-010,2026-01-27,B,108,101,94.14
PRODREC-0003055,MCH-005-01-03,LINE-005-01,PROD-010,2026-01-28,B,91,83,92.09
PRODREC-0003056,MCH-005-01-03,LINE-005-01,PROD-003,2026-01-28,C,90,86,96.2
PRODREC-0003057,MCH-005-01-03,LINE-005-01,PROD-009,2026-01-29,A,96,84,88.15
PRODREC-0003058,MCH-005-01-03,LINE-005-01,PROD-005,2026-01-29,B,89,76,86.16
PRODREC-0003059,MCH-005-01-03,LINE-005-01,PROD-002,2026-01-30,B,141,126,89.63
PRODREC-0003060,MCH-005-01-03,LINE-005-01,PROD-002,2026-01-30,A,139,128,92.77
PRODREC-0003061,MCH-005-01-04,LINE-005-01,PROD-009,2026-01-01,C,80,70,88.57
PRODREC-0003062,MCH-005-01-04,LINE-005-01,PROD-005,2026-01-01,B,100,100,100.0
PRODREC-0003063,MCH-005-01-04,LINE-005-01,PROD-002,2026-01-02,A,125,125,100.0
PRODREC-0003064,MCH-005-01-04,LINE-005-01,PROD-008,2026-01-02,C,118,112,95.71
PRODREC-0003065,MCH-005-01-04,LINE-005-01,PROD-007,2026-01-03,A,92,86,93.97
PRODREC-0003066,MCH-005-01-04,LINE-005-01,PROD-007,2026-01-03,C,91,91,100.0
PRODREC-0003067,MCH-005-01-04,LINE-005-01,PROD-002,2026-01-04,B,144,144,100.0
PRODREC-0003068,MCH-005-01-04,LINE-005-01,PROD-005,2026-01-04,B,147,137,93.63
PRODREC-0003069,MCH-005-01-04,LINE-005-01,PROD-008,2026-01-05,A,103,96,93.45
PRODREC-0003070,MCH-005-01-04,LINE-005-01,PROD-003,2026-01-05,B,87,87,100.0
PRODREC-0003071,MCH-005-01-04,LINE-005-01,PROD-003,2026-01-06,C,90,42,46.71
PRODREC-0003072,MCH-005-01-04,LINE-005-01,PROD-005,2026-01-06,C,131,74,57.14
PRODREC-0003073,MCH-005-01-04,LINE-005-01,PROD-010,2026-01-07,C,83,83,100.0
PRODREC-0003074,MCH-005-01-04,LINE-005-01,PROD-005,2026-01-07,C,123,115,93.59
PRODREC-0003075,MCH-005-01-04,LINE-005-01,PROD-008,2026-01-08,C,142,142,100.0
PRODREC-0003076,MCH-005-01-04,LINE-005-01,PROD-004,2026-01-08,A,87,85,98.8
PRODREC-0003077,MCH-005-01-04,LINE-005-01,PROD-005,2026-01-09,B,110,110,100.0
PRODREC-0003078,MCH-005-01-04,LINE-005-01,PROD-009,2026-01-09,C,122,116,95.83
PRODREC-0003079,MCH-005-01-04,LINE-005-01,PROD-005,2026-01-10,A,148,148,100.0
PRODREC-0003080,MCH-005-01-04,LINE-005-01,PROD-006,2026-01-10,C,113,113,100.0
PRODREC-0003081,MCH-005-01-04,LINE-005-01,PROD-009,2026-01-11,C,129,121,94.14
PRODREC-0003082,MCH-005-01-04,LINE-005-01,PROD-004,2026-01-11,B,133,122,92.19
PRODREC-0003083,MCH-005-01-04,LINE-005-01,PROD-010,2026-01-12,C,80,77,96.6
PRODREC-0003084,MCH-005-01-04,LINE-005-01,PROD-005,2026-01-12,C,134,121,90.99
PRODREC-0003085,MCH-005-01-04,LINE-005-01,PROD-003,2026-01-13,C,97,97,100.0
PRODREC-0003086,MCH-005-01-04,LINE-005-01,PROD-010,2026-01-13,B,83,80,97.27
PRODREC-0003087,MCH-005-01-04,LINE-005-01,PROD-006,2026-01-14,B,141,141,100.0
PRODREC-0003088,MCH-005-01-04,LINE-005-01,PROD-005,2026-01-14,B,128,126,99.03
PRODREC-0003089,MCH-005-01-04,LINE-005-01,PROD-002,2026-01-15,C,129,127,98.5
PRODREC-0003090,MCH-005-01-04,LINE-005-01,PROD-002,2026-01-15,B,149,149,100.0
PRODREC-0003091,MCH-005-01-04,LINE-005-01,PROD-004,2026-01-16,B,83,83,100.0
PRODREC-0003092,MCH-005-01-04,LINE-005-01,PROD-006,2026-01-16,A,111,109,98.53
PRODREC-0003093,MCH-005-01-04,LINE-005-01,PROD-002,2026-01-17,C,123,117,95.82
PRODREC-0003094,MCH-005-01-04,LINE-005-01,PROD-001,2026-01-17,B,100,97,97.69
PRODREC-0003095,MCH-005-01-04,LINE-005-01,PROD-009,2026-01-18,A,80,75,94.05
PRODREC-0003096,MCH-005-01-04,LINE-005-01,PROD-007,2026-01-18,B,105,105,100.0
PRODREC-0003097,MCH-005-01-04,LINE-005-01,PROD-009,2026-01-19,B,124,120,97.39
PRODREC-0003098,MCH-005-01-04,LINE-005-01,PROD-006,2026-01-19,C,96,96,100.0
PRODREC-0003099,MCH-005-01-04,LINE-005-01,PROD-010,2026-01-20,C,113,113,100.0
PRODREC-0003100,MCH-005-01-04,LINE-005-01,PROD-006,2026-01-20,C,132,124,94.09
PRODREC-0003101,MCH-005-01-04,LINE-005-01,PROD-005,2026-01-21,B,131,131,100.0
PRODREC-0003102,MCH-005-01-04,LINE-005-01,PROD-006,2026-01-21,C,129,126,98.37
PRODREC-0003103,MCH-005-01-04,LINE-005-01,PROD-007,2026-01-22,B,108,95,88.04
PRODREC-0003104,MCH-005-01-04,LINE-005-01,PROD-003,2026-01-22,A,113,98,87.16
PRODREC-0003105,MCH-005-01-04,LINE-005-01,PROD-009,2026-01-23,C,96,92,96.38
PRODREC-0003106,MCH-005-01-04,LINE-005-01,PROD-002,2026-01-23,A,103,103,100.0
PRODREC-0003107,MCH-005-01-04,LINE-005-01,PROD-007,2026-01-24,A,123,115,94.11
PRODREC-0003108,MCH-005-01-04,LINE-005-01,PROD-001,2026-01-24,B,145,145,100.0
PRODREC-0003109,MCH-005-01-04,LINE-005-01,PROD-002,2026-01-25,A,136,136,100.0
PRODREC-0003110,MCH-005-01-04,LINE-005-01,PROD-010,2026-01-25,C,116,110,95.42
PRODREC-0003111,MCH-005-01-04,LINE-005-01,PROD-006,2026-01-26,A,122,121,99.35
PRODREC-0003112,MCH-005-01-04,LINE-005-01,PROD-002,2026-01-26,B,113,106,94.28
PRODREC-0003113,MCH-005-01-04,LINE-005-01,PROD-006,2026-01-27,C,122,122,100.0
PRODREC-0003114,MCH-005-01-04,LINE-005-01,PROD-003,2026-01-27,A,115,115,100.0
PRODREC-0003115,MCH-005-01-04,LINE-005-01,PROD-007,2026-01-28,A,97,93,96.78
PRODREC-0003116,MCH-005-01-04,LINE-005-01,PROD-009,2026-01-28,B,144,144,100.0
PRODREC-0003117,MCH-005-01-04,LINE-005-01,PROD-004,2026-01-29,C,110,108,98.71
PRODREC-0003118,MCH-005-01-04,LINE-005-01,PROD-007,2026-01-29,C,124,124,100.0
PRODREC-0003119,MCH-005-01-04,LINE-005-01,PROD-003,2026-01-30,A,101,87,86.72
PRODREC-0003120,MCH-005-01-04,LINE-005-01,PROD-008,2026-01-30,C,94,94,100.0
PRODREC-0003121,MCH-005-02-01,LINE-005-02,PROD-003,2026-01-01,C,128,123,96.22
PRODREC-0003122,MCH-005-02-01,LINE-005-02,PROD-009,2026-01-01,B,84,84,100.0
PRODREC-0003123,MCH-005-02-01,LINE-005-02,PROD-002,2026-01-02,B,118,110,93.27
PRODREC-0003124,MCH-005-02-01,LINE-005-02,PROD-004,2026-01-02,A,105,99,94.95
PRODREC-0003125,MCH-005-02-01,LINE-005-02,PROD-007,2026-01-03,A,148,129,87.48
PRODREC-0003126,MCH-005-02-01,LINE-005-02,PROD-009,2026-01-03,C,133,124,93.92
PRODREC-0003127,MCH-005-02-01,LINE-005-02,PROD-006,2026-01-04,B,120,120,100.0
PRODREC-0003128,MCH-005-02-01,LINE-005-02,PROD-001,2026-01-04,B,120,106,88.97
PRODREC-0003129,MCH-005-02-01,LINE-005-02,PROD-004,2026-01-05,C,84,73,87.21
PRODREC-0003130,MCH-005-02-01,LINE-005-02,PROD-008,2026-01-05,A,93,87,94.59
PRODREC-0003131,MCH-005-02-01,LINE-005-02,PROD-008,2026-01-06,B,85,85,100.0
PRODREC-0003132,MCH-005-02-01,LINE-005-02,PROD-001,2026-01-06,A,97,85,87.9
PRODREC-0003133,MCH-005-02-01,LINE-005-02,PROD-007,2026-01-07,B,124,115,93.49
PRODREC-0003134,MCH-005-02-01,LINE-005-02,PROD-009,2026-01-07,C,129,126,98.07
PRODREC-0003135,MCH-005-02-01,LINE-005-02,PROD-003,2026-01-08,C,110,110,100.0
PRODREC-0003136,MCH-005-02-01,LINE-005-02,PROD-003,2026-01-08,B,113,109,96.49
PRODREC-0003137,MCH-005-02-01,LINE-005-02,PROD-006,2026-01-09,B,139,136,97.96
PRODREC-0003138,MCH-005-02-01,LINE-005-02,PROD-007,2026-01-09,C,147,135,92.03
