sensor_reading_id,machine_id,recorded_at,temperature_celsius,vibration_mm_s,pressure_psi
SENSOR-00008305,MCH-004-03-03,2026-01-05 00:00:00,81.42,2.77,95.27
SENSOR-00008306,MCH-004-03-03,2026-01-05 04:00:00,83.13,2.979,103.56
SENSOR-00008307,MCH-004-03-03,2026-01-05 08:00:00,86.98,3.051,99.76
SENSOR-00008308,MCH-004-03-03,2026-01-05 12:00:00,78.41,3.307,99.83
SENSOR-00008309,MCH-004-03-03,2026-01-05 16:00:00,85.44,3.335,98.3
SENSOR-00008310,MCH-004-03-03,2026-01-05 20:00:00,79.7,3.658,101.78
SENSOR-00008311,MCH-004-03-03,2026-01-06 00:00:00,80.46,3.185,99.09
SENSOR-00008312,MCH-004-03-03,2026-01-06 04:00:00,76.14,3.196,101.91
SENSOR-00008313,MCH-004-03-03,2026-01-06 08:00:00,92.03,3.046,100.55
SENSOR-00008314,MCH-004-03-03,2026-01-06 12:00:00,84.93,3.296,102.87
SENSOR-00008315,MCH-004-03-03,2026-01-06 16:00:00,84.29,3.033,102.53
SENSOR-00008316,MCH-004-03-03,2026-01-06 20:00:00,82.72,2.719,95.5
SENSOR-00008317,MCH-004-03-03,2026-01-07 00:00:00,80.46,2.788,98.79
SENSOR-00008318,MCH-004-03-03,2026-01-07 04:00:00,79.64,2.983,100.42
SENSOR-00008319,MCH-004-03-03,2026-01-07 08:00:00,81.01,3.405,103.48
SENSOR-00008320,MCH-004-03-03,2026-01-07 12:00:00,82.1,2.8,99.91
SENSOR-00008321,MCH-004-03-03,2026-01-07 16:00:00,82.48,3.026,98.81
SENSOR-00008322,MCH-004-03-03,2026-01-07 20:00:00,78.82,3.05,98.95
SENSOR-00008323,MCH-004-03-03,2026-01-08 00:00:00,79.46,2.872,96.14
SENSOR-00008324,MCH-004-03-03,2026-01-08 04:00:00,76.25,3.167,103.82
SENSOR-00008325,MCH-004-03-03,2026-01-08 08:00:00,85.25,2.92,94.85
SENSOR-00008326,MCH-004-03-03,2026-01-08 12:00:00,83.78,2.639,99.74
SENSOR-00008327,MCH-004-03-03,2026-01-08 16:00:00,79.82,2.471,104.44
SENSOR-00008328,MCH-004-03-03,2026-01-08 20:00:00,77.99,2.952,99.61
SENSOR-00008329,MCH-004-03-03,2026-01-09 00:00:00,81.38,3.135,101.15
SENSOR-00008330,MCH-004-03-03,2026-01-09 04:00:00,77.3,3.226,100.86
SENSOR-00008331,MCH-004-03-03,2026-01-09 08:00:00,80.67,3.007,102.31
SENSOR-00008332,MCH-004-03-03,2026-01-09 12:00:00,81.74,3.57,104.47
SENSOR-00008333,MCH-004-03-03,2026-01-09 16:00:00,83.48,2.984,99.45
SENSOR-00008334,MCH-004-03-03,2026-01-09 20:00:00,80.61,3.073,102.06
SENSOR-00008335,MCH-004-03-03,2026-01-10 00:00:00,88.21,3.027,100.07
SENSOR-00008336,MCH-004-03-03,2026-01-10 04:00:00,91.55,3.118,96.98
SENSOR-00008337,MCH-004-03-03,2026-01-10 08:00:00,86.51,3.142,98.03
SENSOR-00008338,MCH-004-03-03,2026-01-10 12:00:00,78.6,3.101,99.82
SENSOR-00008339,MCH-004-03-03,2026-01-10 16:00:00,78.04,3.019,99.55
SENSOR-00008340,MCH-004-03-03,2026-01-10 20:00:00,82.77,3.164,94.71
SENSOR-00008341,MCH-004-03-03,2026-01-11 00:00:00,78.03,3.536,104.56
SENSOR-00008342,MCH-004-03-03,2026-01-11 04:00:00,84.19,3.289,100.15
SENSOR-00008343,MCH-004-03-03,2026-01-11 08:00:00,86.3,2.714,93.18
SENSOR-00008344,MCH-004-03-03,2026-01-11 12:00:00,77.94,2.84,98.07
SENSOR-00008345,MCH-004-03-03,2026-01-11 16:00:00,84.81,2.977,99.91
SENSOR-00008346,MCH-004-03-03,2026-01-11 20:00:00,78.28,2.723,100.12
SENSOR-00008347,MCH-004-03-03,2026-01-12 00:00:00,87.23,3.221,97.59
SENSOR-00008348,MCH-004-03-03,2026-01-12 04:00:00,87.35,2.948,100.91
SENSOR-00008349,MCH-004-03-03,2026-01-12 08:00:00,83.55,3.327,101.18
SENSOR-00008350,MCH-004-03-03,2026-01-12 12:00:00,77.47,3.564,102.5
SENSOR-00008351,MCH-004-03-03,2026-01-12 16:00:00,80.81,2.757,102.85
SENSOR-00008352,MCH-004-03-03,2026-01-12 20:00:00,78.94,3.241,103.21
SENSOR-00008353,MCH-004-03-03,2026-01-13 00:00:00,86.38,2.794,102.52
SENSOR-00008354,MCH-004-03-03,2026-01-13 04:00:00,77.07,3.433,98.44
SENSOR-00008355,MCH-004-03-03,2026-01-13 08:00:00,85.41,3.211,96.19
SENSOR-00008356,MCH-004-03-03,2026-01-13 12:00:00,86.36,2.904,99.08
SENSOR-00008357,MCH-004-03-03,2026-01-13 16:00:00,80.33,3.445,96.49
SENSOR-00008358,MCH-004-03-03,2026-01-13 20:00:00,84.74,2.885,103.27
SENSOR-00008359,MCH-004-03-03,2026-01-14 00:00:00,84.52,3.039,99.86
SENSOR-00008360,MCH-004-03-03,2026-01-14 04:00:00,84.16,3.056,100.66
SENSOR-00008361,MCH-004-03-03,2026-01-14 08:00:00,84.65,3.479,91.7
SENSOR-00008362,MCH-004-03-03,2026-01-14 12:00:00,90.4,3.681,94.75
SENSOR-00008363,MCH-004-03-03,2026-01-14 16:00:00,83.21,3.384,102.76
SENSOR-00008364,MCH-004-03-03,2026-01-14 20:00:00,89.72,3.134,93.9
SENSOR-00008365,MCH-004-03-03,2026-01-15 00:00:00,81.39,3.759,98.34
SENSOR-00008366,MCH-004-03-03,2026-01-15 04:00:00,85.72,2.928,101.42
SENSOR-00008367,MCH-004-03-03,2026-01-15 08:00:00,79.55,2.832,98.89
SENSOR-00008368,MCH-004-03-03,2026-01-15 12:00:00,80.84,2.965,101.58
SENSOR-00008369,MCH-004-03-03,2026-01-15 16:00:00,90.58,2.894,97.03
SENSOR-00008370,MCH-004-03-03,2026-01-15 20:00:00,83.05,2.828,95.09
SENSOR-00008371,MCH-004-03-03,2026-01-16 00:00:00,79.6,2.993,101.07
SENSOR-00008372,MCH-004-03-03,2026-01-16 04:00:00,80.7,2.807,97.32
SENSOR-00008373,MCH-004-03-03,2026-01-16 08:00:00,80.38,2.928,96.71
SENSOR-00008374,MCH-004-03-03,2026-01-16 12:00:00,81.23,3.35,99.12
SENSOR-00008375,MCH-004-03-03,2026-01-16 16:00:00,78.06,2.477,105.51
SENSOR-00008376,MCH-004-03-03,2026-01-16 20:00:00,87.57,3.112,103.49
SENSOR-00008377,MCH-004-03-03,2026-01-17 00:00:00,84.85,2.897,100.08
SENSOR-00008378,MCH-004-03-03,2026-01-17 04:00:00,85.19,2.876,104.34
SENSOR-00008379,MCH-004-03-03,2026-01-17 08:00:00,82.93,3.441,95.82
SENSOR-00008380,MCH-004-03-03,2026-01-17 12:00:00,85.63,2.819,98.1
SENSOR-00008381,MCH-004-03-03,2026-01-17 16:00:00,86.64,2.984,107.79
SENSOR-00008382,MCH-004-03-03,2026-01-17 20:00:00,85.09,2.867,101.56
SENSOR-00008383,MCH-004-03-03,2026-01-18 00:00:00,83.41,2.866,95.95
SENSOR-00008384,MCH-004-03-03,2026-01-18 04:00:00,79.66,2.886,99.29
SENSOR-00008385,MCH-004-03-03,2026-01-18 08:00:00,84.37,3.177,98.77
SENSOR-00008386,MCH-004-03-03,2026-01-18 12:00:00,89.35,2.948,94.16
SENSOR-00008387,MCH-004-03-03,2026-01-18 16:00:00,81.64,3.053,90.18
SENSOR-00008388,MCH-004-03-03,2026-01-18 20:00:00,87.85,3.017,96.54
SENSOR-00008389,MCH-004-03-03,2026-01-19 00:00:00,80.76,3.011,100.06
SENSOR-00008390,MCH-004-03-03,2026-01-19 04:00:00,86.88,3.374,104.8
SENSOR-00008391,MCH-004-03-03,2026-01-19 08:00:00,88.23,3.495,103.04
SENSOR-00008392,MCH-004-03-03,2026-01-19 12:00:00,80.66,3.425,95.87
SENSOR-00008393,MCH-004-03-03,2026-01-19 16:00:00,92.47,2.797,102.66
SENSOR-00008394,MCH-004-03-03,2026-01-19 20:00:00,88.79,3.156,93.85
SENSOR-00008395,MCH-004-03-03,2026-01-20 00:00:00,86.17,3.392,96.53
SENSOR-00008396,MCH-004-03-03,2026-01-20 04:00:00,83.53,3.111,99.23
SENSOR-00008397,MCH-004-03-03,2026-01-20 08:00:00,86.73,2.874,100.16
SENSOR-00008398,MCH-004-03-03,2026-01-20 12:00:00,81.53,3.623,98.01
SENSOR-00008399,MCH-004-03-03,2026-01-20 16:00:00,86.0,3.49,97.24
SENSOR-00008400,MCH-004-03-03,2026-01-20 20:00:00,83.4,2.795,93.96
SENSOR-00008401,MCH-004-03-03,2026-01-21 00:00:00,81.98,3.265,97.96
SENSOR-00008402,MCH-004-03-03,2026-01-21 04:00:00,81.64,3.141,99.0
SENSOR-00008403,MCH-004-03-03,2026-01-21 08:00:00,77.96,3.25,97.51
SENSOR-00008404,MCH-004-03-03,2026-01-21 12:00:00,80.94,3.306,101.61
SENSOR-00008405,MCH-004-03-03,2026-01-21 16:00:00,83.72,2.674,96.51
SENSOR-00008406,MCH-004-03-03,2026-01-21 20:00:00,84.61,3.199,100.76
SENSOR-00008407,MCH-004-03-03,2026-01-22 00:00:00,78.81,3.086,101.75
SENSOR-00008408,MCH-004-03-03,2026-01-22 04:00:00,84.38,2.763,94.39
SENSOR-00008409,MCH-004-03-03,2026-01-22 08:00:00,82.98,2.566,102.83
SENSOR-00008410,MCH-004-03-03,2026-01-22 12:00:00,78.69,3.6,97.11
SENSOR-00008411,MCH-004-03-03,2026-01-22 16:00:00,84.87,2.857,99.5
SENSOR-00008412,MCH-004-03-03,2026-01-22 20:00:00,83.75,3.256,103.06
SENSOR-00008413,MCH-004-03-03,2026-01-23 00:00:00,79.79,2.648,102.97
SENSOR-00008414,MCH-004-03-03,2026-01-23 04:00:00,88.4,3.012,102.43
SENSOR-00008415,MCH-004-03-03,2026-01-23 08:00:00,76.5,2.886,100.25
SENSOR-00008416,MCH-004-03-03,2026-01-23 12:00:00,76.07,2.659,100.47
SENSOR-00008417,MCH-004-03-03,2026-01-23 16:00:00,80.59,2.955,98.78
SENSOR-00008418,MCH-004-03-03,2026-01-23 20:00:00,77.88,2.987,99.96
SENSOR-00008419,MCH-004-03-03,2026-01-24 00:00:00,90.72,3.199,93.56
SENSOR-00008420,MCH-004-03-03,2026-01-24 04:00:00,88.8,3.079,101.11
SENSOR-00008421,MCH-004-03-03,2026-01-24 08:00:00,84.23,3.27,99.76
SENSOR-00008422,MCH-004-03-03,2026-01-24 12:00:00,77.09,3.122,95.85
SENSOR-00008423,MCH-004-03-03,2026-01-24 16:00:00,90.28,2.951,99.84
SENSOR-00008424,MCH-004-03-03,2026-01-24 20:00:00,80.31,3.126,101.36
SENSOR-00008425,MCH-004-03-03,2026-01-25 00:00:00,87.52,3.116,98.95
SENSOR-00008426,MCH-004-03-03,2026-01-25 04:00:00,72.44,2.737,106.5
SENSOR-00008427,MCH-004-03-03,2026-01-25 08:00:00,87.66,3.092,95.27
SENSOR-00008428,MCH-004-03-03,2026-01-25 12:00:00,85.55,2.972,102.09
SENSOR-00008429,MCH-004-03-03,2026-01-25 16:00:00,78.57,2.919,102.66
SENSOR-00008430,MCH-004-03-03,2026-01-25 20:00:00,90.73,2.877,97.0
SENSOR-00008431,MCH-004-03-03,2026-01-26 00:00:00,86.22,3.088,101.1
SENSOR-00008432,MCH-004-03-03,2026-01-26 04:00:00,82.45,3.42,98.49
SENSOR-00008433,MCH-004-03-03,2026-01-26 08:00:00,78.71,3.457,93.4
SENSOR-00008434,MCH-004-03-03,2026-01-26 12:00:00,82.4,3.022,99.66
SENSOR-00008435,MCH-004-03-03,2026-01-26 16:00:00,76.81,2.745,102.87
SENSOR-00008436,MCH-004-03-03,2026-01-26 20:00:00,88.56,2.937,97.21
SENSOR-00008437,MCH-004-03-03,2026-01-27 00:00:00,84.08,2.922,99.9
SENSOR-00008438,MCH-004-03-03,2026-01-27 04:00:00,82.03,3.048,97.3
SENSOR-00008439,MCH-004-03-03,2026-01-27 08:00:00,82.97,2.873,97.73
SENSOR-00008440,MCH-004-03-03,2026-01-27 12:00:00,75.55,2.997,102.41
SENSOR-00008441,MCH-004-03-03,2026-01-27 16:00:00,81.71,2.953,103.77
SENSOR-00008442,MCH-004-03-03,2026-01-27 20:00:00,87.12,3.475,106.77
SENSOR-00008443,MCH-004-03-03,2026-01-28 00:00:00,84.54,3.549,101.43
SENSOR-00008444,MCH-004-03-03,2026-01-28 04:00:00,81.3,2.893,99.43
SENSOR-00008445,MCH-004-03-03,2026-01-28 08:00:00,79.53,3.076,92.77
SENSOR-00008446,MCH-004-03-03,2026-01-28 12:00:00,82.17,3.008,96.52
SENSOR-00008447,MCH-004-03-03,2026-01-28 16:00:00,81.49,3.321,103.58
SENSOR-00008448,MCH-004-03-03,2026-01-28 20:00:00,80.88,3.172,95.5
SENSOR-00008449,MCH-004-03-03,2026-01-29 00:00:00,84.81,3.011,105.98
SENSOR-00008450,MCH-004-03-03,2026-01-29 04:00:00,80.58,3.27,99.74
SENSOR-00008451,MCH-004-03-03,2026-01-29 08:00:00,85.29,3.446,93.99
SENSOR-00008452,MCH-004-03-03,2026-01-29 12:00:00,82.75,2.818,101.34
SENSOR-00008453,MCH-004-03-03,2026-01-29 16:00:00,85.78,2.924,98.43
SENSOR-00008454,MCH-004-03-03,2026-01-29 20:00:00,83.83,2.723,101.0
SENSOR-00008455,MCH-004-03-03,2026-01-30 00:00:00,81.1,2.921,102.66
SENSOR-00008456,MCH-004-03-03,2026-01-30 04:00:00,78.36,3.047,98.18
SENSOR-00008457,MCH-004-03-03,2026-01-30 08:00:00,82.33,3.244,97.99
SENSOR-00008458,MCH-004-03-03,2026-01-30 12:00:00,86.91,3.591,101.81
SENSOR-00008459,MCH-004-03-03,2026-01-30 16:00:00,82.68,3.331,96.67
SENSOR-00008460,MCH-004-03-03,2026-01-30 20:00:00,89.1,2.853,106.5
SENSOR-00008461,MCH-004-03-04,2026-01-01 00:00:00,68.66,2.45,103.05
SENSOR-00008462,MCH-004-03-04,2026-01-01 04:00:00,77.14,1.968,104.05
SENSOR-00008463,MCH-004-03-04,2026-01-01 08:00:00,68.88,1.976,97.9
SENSOR-00008464,MCH-004-03-04,2026-01-01 12:00:00,69.41,2.142,97.48
SENSOR-00008465,MCH-004-03-04,2026-01-01 16:00:00,72.99,1.513,100.68
SENSOR-00008466,MCH-004-03-04,2026-01-01 20:00:00,67.7,1.998,98.06
SENSOR-00008467,MCH-004-03-04,2026-01-02 00:00:00,69.25,2.305,98.67
SENSOR-00008468,MCH-004-03-04,2026-01-02 04:00:00,68.63,1.939,100.28
SENSOR-00008469,MCH-004-03-04,2026-01-02 08:00:00,65.93,2.156,100.27
SENSOR-00008470,MCH-004-03-04,2026-01-02 12:00:00,70.26,1.904,103.06
SENSOR-00008471,MCH-004-03-04,2026-01-02 16:00:00,66.73,2.208,102.18
SENSOR-00008472,MCH-004-03-04,2026-01-02 20:00:00,72.7,2.473,96.59
SENSOR-00008473,MCH-004-03-04,2026-01-03 00:00:00,64.58,2.234,101.28
SENSOR-00008474,MCH-004-03-04,2026-01-03 04:00:00,76.14,1.876,96.75
SENSOR-00008475,MCH-004-03-04,2026-01-03 08:00:00,67.99,2.295,101.61
SENSOR-00008476,MCH-004-03-04,2026-01-03 12:00:00,68.26,2.643,100.86
SENSOR-00008477,MCH-004-03-04,2026-01-03 16:00:00,72.56,2.113,102.79
SENSOR-00008478,MCH-004-03-04,2026-01-03 20:00:00,73.62,2.637,96.36
SENSOR-00008479,MCH-004-03-04,2026-01-04 00:00:00,69.8,2.287,100.8
SENSOR-00008480,MCH-004-03-04,2026-01-04 04:00:00,74.13,2.486,102.92
SENSOR-00008481,MCH-004-03-04,2026-01-04 08:00:00,74.12,2.331,96.19
SENSOR-00008482,MCH-004-03-04,2026-01-04 12:00:00,71.9,1.89,99.95
SENSOR-00008483,MCH-004-03-04,2026-01-04 16:00:00,76.53,2.163,92.48
SENSOR-00008484,MCH-004-03-04,2026-01-04 20:00:00,67.87,2.31,98.38
SENSOR-00008485,MCH-004-03-04,2026-01-05 00:00:00,64.84,1.95,97.66
SENSOR-00008486,MCH-004-03-04,2026-01-05 04:00:00,71.8,2.259,102.71
SENSOR-00008487,MCH-004-03-04,2026-01-05 08:00:00,73.12,2.333,96.76
SENSOR-00008488,MCH-004-03-04,2026-01-05 12:00:00,76.29,1.341,104.58
SENSOR-00008489,MCH-004-03-04,2026-01-05 16:00:00,77.45,2.352,106.69
SENSOR-00008490,MCH-004-03-04,2026-01-05 20:00:00,64.85,2.36,100.41
SENSOR-00008491,MCH-004-03-04,2026-01-06 00:00:00,75.9,2.408,98.07
SENSOR-00008492,MCH-004-03-04,2026-01-06 04:00:00,73.42,2.437,95.86
SENSOR-00008493,MCH-004-03-04,2026-01-06 08:00:00,66.52,1.805,94.64
SENSOR-00008494,MCH-004-03-04,2026-01-06 12:00:00,67.86,2.034,104.54
SENSOR-00008495,MCH-004-03-04,2026-01-06 16:00:00,70.31,1.786,100.5
SENSOR-00008496,MCH-004-03-04,2026-01-06 20:00:00,71.31,1.969,98.23
SENSOR-00008497,MCH-004-03-04,2026-01-07 00:00:00,71.66,2.362,94.98
SENSOR-00008498,MCH-004-03-04,2026-01-07 04:00:00,73.41,2.074,103.08
SENSOR-00008499,MCH-004-03-04,2026-01-07 08:00:00,69.47,2.209,98.92
SENSOR-00008500,MCH-004-03-04,2026-01-07 12:00:00,73.71,2.102,100.79
SENSOR-00008501,MCH-004-03-04,2026-01-07 16:00:00,79.07,2.093,101.21
SENSOR-00008502,MCH-004-03-04,2026-01-07 20:00:00,81.21,2.262,92.7
SENSOR-00008503,MCH-004-03-04,2026-01-08 00:00:00,74.08,2.507,95.66
SENSOR-00008504,MCH-004-03-04,2026-01-08 04:00:00,70.79,2.254,100.29
SENSOR-00008505,MCH-004-03-04,2026-01-08 08:00:00,77.81,2.347,101.22
SENSOR-00008506,MCH-004-03-04,2026-01-08 12:00:00,75.33,2.356,100.12
SENSOR-00008507,MCH-004-03-04,2026-01-08 16:00:00,70.64,2.412,97.77
SENSOR-00008508,MCH-004-03-04,2026-01-08 20:00:00,71.77,1.876,102.2
SENSOR-00008509,MCH-004-03-04,2026-01-09 00:00:00,76.67,2.176,100.15
SENSOR-00008510,MCH-004-03-04,2026-01-09 04:00:00,75.92,2.074,98.11
SENSOR-00008511,MCH-004-03-04,2026-01-09 08:00:00,70.64,2.287,102.64
SENSOR-00008512,MCH-004-03-04,2026-01-09 12:00:00,78.59,2.266,99.57
SENSOR-00008513,MCH-004-03-04,2026-01-09 16:00:00,75.61,1.922,104.26
SENSOR-00008514,MCH-004-03-04,2026-01-09 20:00:00,72.91,2.108,97.1
SENSOR-00008515,MCH-004-03-04,2026-01-10 00:00:00,66.24,1.904,103.01
SENSOR-00008516,MCH-004-03-04,2026-01-10 04:00:00,65.31,2.239,98.48
SENSOR-00008517,MCH-004-03-04,2026-01-10 08:00:00,69.26,1.92,100.96
SENSOR-00008518,MCH-004-03-04,2026-01-10 12:00:00,73.79,1.734,103.45
SENSOR-00008519,MCH-004-03-04,2026-01-10 16:00:00,67.32,2.262,96.46
SENSOR-00008520,MCH-004-03-04,2026-01-10 20:00:00,70.23,1.845,98.41
SENSOR-00008521,MCH-004-03-04,2026-01-11 00:00:00,70.87,2.612,107.42
SENSOR-00008522,MCH-004-03-04,2026-01-11 04:00:00,69.31,2.018,101.63
SENSOR-00008523,MCH-004-03-04,2026-01-11 08:00:00,71.27,2.122,101.9
SENSOR-00008524,MCH-004-03-04,2026-01-11 12:00:00,82.92,2.491,105.61
SENSOR-00008525,MCH-004-03-04,2026-01-11 16:00:00,64.68,2.434,97.15
SENSOR-00008526,MCH-004-03-04,2026-01-11 20:00:00,78.77,2.504,101.81
SENSOR-00008527,MCH-004-03-04,2026-01-12 00:00:00,73.96,2.281,99.71
SENSOR-00008528,MCH-004-03-04,2026-01-12 04:00:00,75.83,2.288,98.28
SENSOR-00008529,MCH-004-03-04,2026-01-12 08:00:00,71.49,2.078,97.82
SENSOR-00008530,MCH-004-03-04,2026-01-12 12:00:00,71.72,1.841,101.42
SENSOR-00008531,MCH-004-03-04,2026-01-12 16:00:00,77.68,2.178,102.84
SENSOR-00008532,MCH-004-03-04,2026-01-12 20:00:00,72.68,1.909,106.02
SENSOR-00008533,MCH-004-03-04,2026-01-13 00:00:00,65.22,2.442,97.5
SENSOR-00008534,MCH-004-03-04,2026-01-13 04:00:00,70.38,2.472,103.16
SENSOR-00008535,MCH-004-03-04,2026-01-13 08:00:00,69.62,2.051,94.73
SENSOR-00008536,MCH-004-03-04,2026-01-13 12:00:00,63.84,2.356,102.62
SENSOR-00008537,MCH-004-03-04,2026-01-13 16:00:00,73.49,2.212,97.88
SENSOR-00008538,MCH-004-03-04,2026-01-13 20:00:00,77.93,1.719,98.59
SENSOR-00008539,MCH-004-03-04,2026-01-14 00:00:00,70.73,2.166,100.65
SENSOR-00008540,MCH-004-03-04,2026-01-14 04:00:00,65.02,1.748,100.4
SENSOR-00008541,MCH-004-03-04,2026-01-14 08:00:00,69.63,2.028,101.71
SENSOR-00008542,MCH-004-03-04,2026-01-14 12:00:00,68.11,1.562,104.97
SENSOR-00008543,MCH-004-03-04,2026-01-14 16:00:00,76.9,2.464,96.64
SENSOR-00008544,MCH-004-03-04,2026-01-14 20:00:00,71.75,1.848,99.82
SENSOR-00008545,MCH-004-03-04,2026-01-15 00:00:00,70.63,2.225,100.03
SENSOR-00008546,MCH-004-03-04,2026-01-15 04:00:00,77.73,1.688,103.99
SENSOR-00008547,MCH-004-03-04,2026-01-15 08:00:00,77.1,2.166,101.24
SENSOR-00008548,MCH-004-03-04,2026-01-15 12:00:00,70.58,1.744,101.74
SENSOR-00008549,MCH-004-03-04,2026-01-15 16:00:00,73.05,2.232,101.45
SENSOR-00008550,MCH-004-03-04,2026-01-15 20:00:00,69.64,2.538,100.02
SENSOR-00008551,MCH-004-03-04,2026-01-16 00:00:00,73.56,2.244,99.96
SENSOR-00008552,MCH-004-03-04,2026-01-16 04:00:00,69.21,2.159,100.97
SENSOR-00008553,MCH-004-03-04,2026-01-16 08:00:00,71.35,2.442,101.84
SENSOR-00008554,MCH-004-03-04,2026-01-16 12:00:00,72.14,1.578,99.35
SENSOR-00008555,MCH-004-03-04,2026-01-16 16:00:00,74.58,2.095,100.91
SENSOR-00008556,MCH-004-03-04,2026-01-16 20:00:00,71.16,2.223,104.2
SENSOR-00008557,MCH-004-03-04,2026-01-17 00:00:00,70.99,2.796,97.53
SENSOR-00008558,MCH-004-03-04,2026-01-17 04:00:00,69.47,1.989,96.16
SENSOR-00008559,MCH-004-03-04,2026-01-17 08:00:00,65.3,2.11,100.43
SENSOR-00008560,MCH-004-03-04,2026-01-17 12:00:00,69.19,2.046,104.34
SENSOR-00008561,MCH-004-03-04,2026-01-17 16:00:00,75.95,2.1,101.29
SENSOR-00008562,MCH-004-03-04,2026-01-17 20:00:00,65.52,2.232,99.81
SENSOR-00008563,MCH-004-03-04,2026-01-18 00:00:00,62.24,2.666,99.48
SENSOR-00008564,MCH-004-03-04,2026-01-18 04:00:00,75.11,1.928,99.08
SENSOR-00008565,MCH-004-03-04,2026-01-18 08:00:00,71.04,2.225,100.27
SENSOR-00008566,MCH-004-03-04,2026-01-18 12:00:00,68.37,1.932,99.76
SENSOR-00008567,MCH-004-03-04,2026-01-18 16:00:00,65.04,1.959,99.54
SENSOR-00008568,MCH-004-03-04,2026-01-18 20:00:00,73.65,2.541,98.57
SENSOR-00008569,MCH-004-03-04,2026-01-19 00:00:00,66.36,2.265,95.27
SENSOR-00008570,MCH-004-03-04,2026-01-19 04:00:00,77.27,2.526,102.93
SENSOR-00008571,MCH-004-03-04,2026-01-19 08:00:00,70.36,2.301,98.34
SENSOR-00008572,MCH-004-03-04,2026-01-19 12:00:00,72.12,2.142,94.0
SENSOR-00008573,MCH-004-03-04,2026-01-19 16:00:00,68.82,2.733,99.74
SENSOR-00008574,MCH-004-03-04,2026-01-19 20:00:00,72.7,2.163,98.77
SENSOR-00008575,MCH-004-03-04,2026-01-20 00:00:00,73.61,3.247,101.9
SENSOR-00008576,MCH-004-03-04,2026-01-20 04:00:00,72.34,2.385,102.33
SENSOR-00008577,MCH-004-03-04,2026-01-20 08:00:00,69.41,1.731,101.78
SENSOR-00008578,MCH-004-03-04,2026-01-20 12:00:00,75.04,2.091,104.94
SENSOR-00008579,MCH-004-03-04,2026-01-20 16:00:00,77.84,2.359,99.16
SENSOR-00008580,MCH-004-03-04,2026-01-20 20:00:00,63.7,2.121,94.49
SENSOR-00008581,MCH-004-03-04,2026-01-21 00:00:00,64.26,1.821,101.44
SENSOR-00008582,MCH-004-03-04,2026-01-21 04:00:00,70.99,1.972,101.58
SENSOR-00008583,MCH-004-03-04,2026-01-21 08:00:00,73.39,1.588,101.55
SENSOR-00008584,MCH-004-03-04,2026-01-21 12:00:00,76.79,2.134,99.3
SENSOR-00008585,MCH-004-03-04,2026-01-21 16:00:00,79.64,1.987,99.5
SENSOR-00008586,MCH-004-03-04,2026-01-21 20:00:00,73.39,2.177,99.18
SENSOR-00008587,MCH-004-03-04,2026-01-22 00:00:00,71.93,1.82,100.55
SENSOR-00008588,MCH-004-03-04,2026-01-22 04:00:00,68.86,2.06,95.47
SENSOR-00008589,MCH-004-03-04,2026-01-22 08:00:00,71.11,1.634,98.2
SENSOR-00008590,MCH-004-03-04,2026-01-22 12:00:00,68.75,2.039,97.71
SENSOR-00008591,MCH-004-03-04,2026-01-22 16:00:00,72.2,2.387,101.08
SENSOR-00008592,MCH-004-03-04,2026-01-22 20:00:00,77.26,2.04,100.97
SENSOR-00008593,MCH-004-03-04,2026-01-23 00:00:00,67.71,1.928,98.06
SENSOR-00008594,MCH-004-03-04,2026-01-23 04:00:00,72.26,1.931,100.79
SENSOR-00008595,MCH-004-03-04,2026-01-23 08:00:00,70.63,2.329,100.19
SENSOR-00008596,MCH-004-03-04,2026-01-23 12:00:00,79.07,2.195,96.34
SENSOR-00008597,MCH-004-03-04,2026-01-23 16:00:00,71.21,2.17,97.27
SENSOR-00008598,MCH-004-03-04,2026-01-23 20:00:00,78.13,2.087,98.07
SENSOR-00008599,MCH-004-03-04,2026-01-24 00:00:00,70.76,2.04,93.89
SENSOR-00008600,MCH-004-03-04,2026-01-24 04:00:00,67.83,1.857,96.84
SENSOR-00008601,MCH-004-03-04,2026-01-24 08:00:00,77.39,2.293,102.89
SENSOR-00008602,MCH-004-03-04,2026-01-24 12:00:00,74.1,2.436,100.08
SENSOR-00008603,MCH-004-03-04,2026-01-24 16:00:00,78.12,1.857,99.8
SENSOR-00008604,MCH-004-03-04,2026-01-24 20:00:00,67.96,2.475,101.26
SENSOR-00008605,MCH-004-03-04,2026-01-25 00:00:00,72.19,1.632,95.02
SENSOR-00008606,MCH-004-03-04,2026-01-25 04:00:00,72.39,2.281,93.35
SENSOR-00008607,MCH-004-03-04,2026-01-25 08:00:00,71.73,1.911,96.67
SENSOR-00008608,MCH-004-03-04,2026-01-25 12:00:00,69.44,2.196,97.88
SENSOR-00008609,MCH-004-03-04,2026-01-25 16:00:00,64.12,2.194,98.95
SENSOR-00008610,MCH-004-03-04,2026-01-25 20:00:00,68.31,2.088,98.96
SENSOR-00008611,MCH-004-03-04,2026-01-26 00:00:00,68.45,2.752,108.34
SENSOR-00008612,MCH-004-03-04,2026-01-26 04:00:00,71.21,1.749,101.96
SENSOR-00008613,MCH-004-03-04,2026-01-26 08:00:00,80.46,1.837,105.69
SENSOR-00008614,MCH-004-03-04,2026-01-26 12:00:00,64.67,1.801,100.93
